mz	intensity	ms runs	percentage	theoretical m/z	delta PPM	primary identification	other identifications
383.74616	15.8	3/85	1.5%	?	?	?	?
383.75068	20.3	3/85	0.9%	?	?	?	?
383.75595	18.0	1/85	0.6%	?	?	?	?
383.78215	19.1	3/85	1.0%	?	?	?	?
383.80108	33.1	2/85	1.3%	?	?	?	?
383.82783	37.4	1/85	1.3%	?	?	?	?
383.83688	12.6	1/85	1.2%	?	?	?	?
383.85391	32.1	4/85	1.1%	?	?	?	?
383.91894	7.5	3/85	0.7%	?	?	?	?
383.95589	19.0	1/85	0.3%	?	?	?	?
384.11668	9.8	2/85	0.5%	?	?	?	?
384.14359	22.5	1/85	0.8%	384.14485	3.28	a(C[Carbamidomethyl]HN)	['y(CFN)+i', 'a(C[Carbamidomethyl]SY)+i', 'y(C[Carbamidomethyl]FG)+i']
384.15119	8.5	17/85	1.0%	384.15295	4.58	b(HMN)+i	[]
384.18773	11.4	26/85	1.8%	384.18776	0.08	y(DHI)	['y(DHL)', 'y(EHV)', 'b(L[Acetyl]NN)', 'a(HHH)', 'a(C[Carbamidomethyl]HI)+i', 'a(C[Carbamidomethyl]HL)+i']
384.20564	26.2	4/85	2.3%	384.20709	3.77	b(EPR)+i	['y(HIN)+i', 'y(HLN)+i', 'y(HQV)+i']
384.18797	82.9	1/85	3.0%	?	?	?	?
384.20512	21.0	1/85	2.0%	?	?	?	?
384.20943	17.8	1/85	1.3%	384.21112	4.4	b(PVW)+i	[]
384.20683	17.4	1/85	1.9%	384.20709	0.68	b(EPR)+i	['y(HIN)+i', 'y(HLN)+i', 'y(HQV)+i']
384.20155	21.1	1/85	1.4%	384.20302	3.83	b(FHV)	['a(PQW)']
384.19953	19.2	1/85	1.0%	?	?	?	?
384.21257	25.8	2/85	1.5%	384.21112	-3.77	b(PVW)+i	['b(DIL[Acetyl])', 'b(DLL[Acetyl])', 'b(EL[Acetyl]V)']
384.22424	12.1	27/85	1.6%	384.22415	-0.23	a(L[Acetyl]QQ)	[]
384.23541	44.7	6/85	3.7%	384.23538	-0.08	b(INR)	['b(LNR)', 'b(QRV)']
380.8635	0.7	1/85	0.1%	?	?	?	?
384.24815	55.7	6/85	1.3%	384.2493	2.99	y(IL[Acetyl]P)	['y(LL[Acetyl]P)', 'a(L[Acetyl]L[Acetyl]T)', 'b(ARR)']
384.26062	14.8	23/85	1.2%	384.26053	-0.23	a(KL[Acetyl]Q)	[]
384.27197	81.3	6/85	3.1%	384.27176	-0.55	b(KRV)	[]
384.28983	22.4	1/85	0.6%	?	?	?	?
384.6944	12.9	2/85	0.8%	?	?	?	?
384.70392	15.6	1/85	0.9%	?	?	?	?
384.70818	24.5	2/85	1.1%	?	?	?	?
384.70945	28.6	5/85	1.5%	?	?	?	?
384.72209	26.1	4/85	1.1%	?	?	?	?
384.72861	13.2	5/85	1.2%	?	?	?	?
384.73571	33.8	3/85	1.2%	?	?	?	?
384.74027	14.9	1/85	0.7%	?	?	?	?
384.74954	33.0	6/85	0.9%	?	?	?	?
384.80593	21.0	3/85	1.1%	?	?	?	?
384.82523	49.1	1/85	4.0%	?	?	?	?
384.83307	63.9	5/85	2.6%	?	?	?	?
385.0089	34.0	1/85	0.6%	?	?	?	?
385.07956	11.7	1/85	0.7%	?	?	?	?
385.12866	91.9	5/85	2.7%	385.12887	0.55	a(C[Carbamidomethyl]DH)	['b(C[Carbamidomethyl]HS)', 'y(AM[Oxidation]M[Oxidation])+i', 'y(MM[Oxidation]S)+i']
385.13533	9.4	13/85	1.0%	385.13697	4.26	b(DHM)+i	[]
385.17156	7.6	21/85	1.3%	385.17335	4.65	a(HM[Acetyl]T)+i	['b(HM[Oxidation]V)+i', 'y(HMP)+i', 'b(DL[Acetyl]N)']
385.18713	11.8	5/85	1.1%	385.18703	-0.26	a(EPW)	['b(PTW)']
385.18918	7.7	2/85	0.9%	385.1904	3.17	a(C[Carbamidomethyl]L[Acetyl]P)	['y(DHI)+i', 'y(DHL)+i', 'y(EHV)+i', 'b(L[Acetyl]NN)+i']
385.2018	31.1	3/85	1.7%	385.20164	-0.42	a(HKM[Oxidation])	['b(MPR)']
385.20818	23.4	30/85	2.7%	385.20816	-0.05	a(EL[Acetyl]Q)	['b(L[Acetyl]QT)', 'y(L[Acetyl]NP)']
385.21936	23.4	28/85	2.3%	385.21939	0.08	b(DIR)	['b(DLR)', 'b(ERV)', 'y(HKT)', 'b(KQQ)']
385.22895	22.1	6/85	2.0%	385.2275	-3.76	a(L[Acetyl]QQ)+i	['a(QQR)']
385.20853	66.7	2/85	4.2%	?	?	?	?
385.21974	72.2	2/85	3.5%	385.21939	-0.91	b(DIR)	['b(DLR)', 'b(ERV)', 'y(HKT)', 'b(KQQ)']
385.22932	22.1	2/85	2.0%	385.23063	3.4	a(QQR)	[]
385.23772	29.3	1/85	1.2%	385.23873	2.62	b(INR)+i	['b(LNR)+i', 'b(QRV)+i']
385.24476	9.1	19/85	1.5%	385.24455	-0.55	a(EKL[Acetyl])	['b(KL[Acetyl]T)']
385.25575	36.7	37/85	2.3%	385.25578	0.08	y(IPR)	['b(KKQ)', 'y(LPR)', 'a(L[Acetyl]RT)']
385.2565	75.4	1/85	2.0%	385.25578	-1.87	y(IPR)	['b(KKQ)', 'y(LPR)', 'a(L[Acetyl]RT)']
385.26978	38.8	2/85	1.1%	?	?	?	?
385.29297	23.5	2/85	0.6%	385.29217	-2.08	b(KKK)	[]
385.3173	34.1	1/85	0.5%	?	?	?	?
385.33335	35.2	6/85	2.0%	?	?	?	?
385.70014	7.0	1/85	0.7%	?	?	?	?
385.71176	26.3	1/85	1.1%	?	?	?	?
385.71513	12.8	1/85	1.1%	?	?	?	?
385.7177	15.5	5/85	1.4%	?	?	?	?
385.72713	11.3	1/85	1.0%	?	?	?	?
385.72987	17.1	1/85	0.7%	?	?	?	?
385.73836	22.9	2/85	1.2%	?	?	?	?
385.74106	48.5	5/85	2.1%	?	?	?	?
385.71772	17.3	1/85	1.5%	?	?	?	?
385.72728	11.5	1/85	0.8%	?	?	?	?
385.72977	29.6	1/85	0.9%	?	?	?	?
385.7402	15.8	1/85	1.4%	?	?	?	?
385.77756	66.9	5/85	2.8%	?	?	?	?
385.79699	17.9	1/85	0.4%	?	?	?	?
385.81309	40.9	1/85	1.4%	?	?	?	?
385.83323	28.7	1/85	1.8%	?	?	?	?
386.0149	24.3	6/85	1.4%	?	?	?	?
386.11242	62.9	5/85	2.1%	?	?	?	?
386.13095	20.7	1/85	0.6%	386.13064	-0.8	y(DDH)	['a(CHM[Acetyl])', 'a(C[Carbamidomethyl]DH)+i', 'b(C[Carbamidomethyl]HS)+i']
386.1378	2.8	1/85	0.2%	386.13803	0.6	y(CTY)	['b(DM[Acetyl]P)', 'y(GM[Oxidation]Y)']
386.16715	13.4	6/85	0.8%	386.16702	-0.34	b(EQQ)	['y(EHT)', 'a(HM[Oxidation]Q)+i']
386.18286	12.0	4/85	0.9%	386.18228	-1.5	b(AQW)	['a(EFH)', 'b(FHT)', 'b(C[Carbamidomethyl]KP)', 'y(HMV)']
386.20351	24.1	30/85	2.7%	386.20341	-0.26	b(EKQ)	['a(HKM[Oxidation])+i', 'b(MPR)+i']
386.21237	7.6	12/85	1.0%	386.21151	-2.23	a(EL[Acetyl]Q)+i	['b(L[Acetyl]QT)+i', 'y(L[Acetyl]NP)+i', 'a(CL[Acetyl]L[Acetyl])', 'b(IM[Acetyl]V)', 'b(LM[Acetyl]V)', 'b(L[Acetyl]MV)']
386.21463	25.1	16/85	2.0%	386.21464	0.03	a(EQR)	['y(NPR)', 'b(QRT)']
386.21759	15.4	1/85	1.2%	386.21867	2.8	b(AKW)	['a(HIY)', 'a(HLY)', 'a(INW)', 'a(LNW)', 'a(QVW)']
386.23989	12.4	13/85	1.0%	386.2398	-0.23	b(EKK)	['a(FHK)+i']
386.25147	10.1	2/85	0.9%	386.25103	-1.14	a(EKR)	['b(KRT)']
386.25875	8.5	17/85	0.8%	386.25913	0.98	y(IPR)+i	['b(KKQ)+i', 'y(LPR)+i', 'a(L[Acetyl]RT)+i', 'b(GV)+TMT', 'a(PS)+TMT']
386.2955	6.9	1/85	0.1%	386.29552	0.05	b(KKK)+i	['a(AI)+TMT', 'a(AL)+TMT']
386.72628	18.7	5/85	1.4%	?	?	?	?
386.73215	7.3	1/85	0.7%	?	?	?	?
386.74747	15.7	3/85	1.6%	?	?	?	?
386.78497	34.0	1/85	2.2%	?	?	?	?
386.82521	33.7	1/85	1.7%	?	?	?	?
387.09652	72.4	1/85	2.5%	?	?	?	?
387.15062	15.8	14/85	1.2%	387.15104	1.08	b(EEQ)	['b(C[Carbamidomethyl]PQ)+i', 'a(EHM[Oxidation])+i', 'y(GHM[Acetyl])+i', 'b(HM[Oxidation]T)+i']
387.15941	15.7	1/85	0.6%	387.15914	-0.7	b(DDL[Acetyl])+i	[]
387.16232	18.3	10/85	1.7%	387.16227	-0.13	b(DDR)	[]
387.1659	5.8	8/85	1.2%	387.1663	1.03	b(AEW)	[]
387.16839	10.2	2/85	1.1%	387.16967	3.31	b(AC[Carbamidomethyl]L[Acetyl])	['b(CL[Acetyl]Q)', 'b(M[Acetyl]NV)', 'b(EQQ)+i', 'y(EHT)+i']
387.18768	25.4	30/85	2.9%	387.189	3.41	b(C[Carbamidomethyl]KP)+i	['y(HMV)+i', 'b(EEK)']
387.19873	11.6	11/85	1.2%	387.19866	-0.18	y(DPR)	['a(EER)', 'b(ERT)']
387.20125	10.3	11/85	1.4%	387.20268	3.69	a(DIW)	['a(DLW)', 'a(EVW)', 'b(ISW)', 'b(LSW)', 'b(TVW)', 'a(C[Carbamidomethyl]PR)+i']
387.2033	19.0	5/85	1.8%	387.20268	-1.6	a(DIW)	['a(DLW)', 'a(EVW)', 'b(ISW)', 'b(LSW)', 'b(TVW)']
387.21667	25.7	5/85	2.3%	387.21729	1.6	a(CL[Acetyl]R)	['b(MRV)', 'a(EQR)+i', 'y(NPR)+i', 'b(QRT)+i']
387.22473	24.2	5/85	2.2%	387.22381	-2.38	y(L[Acetyl]NV)	[]
387.21672	64.8	1/85	2.8%	?	?	?	?
387.24128	15.1	4/85	1.4%	387.24244	3.0	a(IKM[Acetyl])	['a(KLM[Acetyl])', 'a(KL[Acetyl]M)', 'b(EKK)+i']
387.27115	56.7	10/85	1.7%	387.27143	0.72	y(IRV)	['y(LRV)']
387.27142	35.2	23/85	1.6%	387.27143	0.03	y(IRV)	['y(LRV)']
387.435	21.8	1/85	0.0%	?	?	?	?
387.20125	10.0	1/85	1.5%	387.20024	-2.61	a(C[Carbamidomethyl]PR)+i	['a(DIW)', 'a(DLW)', 'a(EVW)', 'b(ISW)', 'b(LSW)', 'b(TVW)']
387.27126	33.8	1/85	2.2%	387.27143	0.44	y(IRV)	['y(LRV)']
387.71421	14.3	1/85	0.8%	?	?	?	?
387.72165	16.0	2/85	1.0%	?	?	?	?
387.73028	11.0	1/85	0.6%	?	?	?	?
387.7348	24.9	2/85	1.2%	?	?	?	?
387.74045	33.5	4/85	1.2%	?	?	?	?
387.75678	43.8	2/85	1.4%	?	?	?	?
387.83524	1.0	1/85	0.1%	?	?	?	?
386.72594	13.9	1/85	1.3%	?	?	?	?
386.74751	17.7	1/85	1.7%	?	?	?	?
386.78472	19.2	1/85	1.7%	?	?	?	?
387.15115	16.9	1/85	0.8%	387.15104	-0.28	b(EEQ)	['b(C[Carbamidomethyl]PQ)+i', 'a(EHM[Oxidation])+i', 'y(GHM[Acetyl])+i', 'b(HM[Oxidation]T)+i']
387.16647	12.7	1/85	0.6%	387.1663	-0.44	b(AEW)	[]
387.18756	43.0	1/85	2.1%	387.18743	-0.34	b(EEK)	['b(C[Carbamidomethyl]KP)+i', 'y(HMV)+i', 'b(AQW)+i', 'a(EFH)+i', 'b(FHT)+i']
387.20505	15.9	1/85	1.7%	387.20605	2.58	b(CKL[Acetyl])	['a(C[Carbamidomethyl]L[Acetyl]V)', 'b(C[Carbamidomethyl]II)', 'b(C[Carbamidomethyl]IL)', 'b(C[Carbamidomethyl]LL)', 'a(IM[Acetyl]Q)', 'a(LM[Acetyl]Q)', 'a(L[Acetyl]MQ)', 'b(EKQ)+i']
387.21672	20.8	1/85	2.3%	387.21729	1.47	a(CL[Acetyl]R)	['b(MRV)', 'a(EQR)+i', 'y(NPR)+i', 'b(QRT)+i']
387.22434	20.7	1/85	2.1%	387.22381	-1.37	y(L[Acetyl]NV)	[]
387.24075	12.8	1/85	1.4%	387.24244	4.36	a(IKM[Acetyl])	['a(KLM[Acetyl])', 'a(KL[Acetyl]M)']
387.27154	85.0	1/85	2.3%	387.27143	-0.28	y(IRV)	['y(LRV)']
387.71591	9.7	1/85	1.1%	?	?	?	?
387.72238	18.7	1/85	1.1%	?	?	?	?
387.7404	29.4	1/85	1.3%	?	?	?	?
387.75655	67.4	1/85	2.5%	?	?	?	?
388.03056	17.7	4/85	1.1%	?	?	?	?
388.09856	3.4	1/85	0.2%	388.09954	2.53	y(CCY)	[]
388.13509	14.6	6/85	0.8%	388.13506	-0.08	b(EEE)	['b(C[Carbamidomethyl]EP)+i']
388.15102	7.5	1/85	0.8%	388.15189	2.24	b(CPW)+i	[]
388.1636	4.4	5/85	0.7%	388.16492	3.4	b(C[Carbamidomethyl]IN)	['b(C[Carbamidomethyl]LN)', 'b(C[Carbamidomethyl]QV)', 'y(HMT)', 'b(MQQ)', 'a(M[Acetyl]NQ)', 'b(DDR)+i']
388.18664	9.6	2/85	0.8%	388.18827	4.2	a(MPW)+i	[]
388.1894	9.5	3/85	1.1%	388.18827	-2.91	a(MPW)+i	['a(EIM[Acetyl])', 'a(ELM[Acetyl])', 'a(EL[Acetyl]M)', 'b(IM[Acetyl]T)', 'b(LM[Acetyl]T)', 'a(L[Acetyl]M[Acetyl]S)', 'b(L[Acetyl]MT)', 'y(M[Acetyl]PV)']
387.42161	0.4	1/85	0.0%	?	?	?	?
388.19076	58.8	1/85	1.6%	388.19078	0.05	b(EEK)+i	['a(EIM[Acetyl])', 'a(ELM[Acetyl])', 'a(EL[Acetyl]M)', 'b(IM[Acetyl]T)', 'b(LM[Acetyl]T)', 'a(L[Acetyl]M[Acetyl]S)', 'b(L[Acetyl]MT)', 'y(M[Acetyl]PV)']
388.20904	24.0	3/85	1.4%	388.20916	0.31	b(HHI)	['b(HHL)', 'b(CKL[Acetyl])+i', 'a(C[Carbamidomethyl]L[Acetyl]V)+i', 'b(C[Carbamidomethyl]II)+i', 'b(C[Carbamidomethyl]IL)+i', 'b(C[Carbamidomethyl]LL)+i', 'a(IM[Acetyl]Q)+i', 'a(LM[Acetyl]Q)+i', 'a(L[Acetyl]MQ)+i', 'y(DL[Acetyl]V)']
388.2144	41.3	2/85	1.4%	388.21254	-4.79	b(CKR)	['a(C[Carbamidomethyl]RV)', 'a(MQR)']
388.21704	17.1	2/85	1.5%	388.21906	5.2	y(IQQ)	['y(LQQ)']
388.20834	13.1	1/85	1.5%	388.20783	-1.31	y(DL[Acetyl]V)	['b(HHI)', 'b(HHL)', 'b(CKL[Acetyl])+i', 'a(C[Carbamidomethyl]L[Acetyl]V)+i', 'b(C[Carbamidomethyl]II)+i', 'b(C[Carbamidomethyl]IL)+i', 'b(C[Carbamidomethyl]LL)+i', 'a(IM[Acetyl]Q)+i', 'a(LM[Acetyl]Q)+i', 'a(L[Acetyl]MQ)+i']
388.21888	8.5	10/85	0.7%	388.21906	0.46	y(IQQ)	['y(LQQ)', 'a(CL[Acetyl]R)+i', 'b(MRV)+i']
388.23014	7.0	14/85	1.3%	388.23029	0.39	y(NRV)	[]
388.23234	55.3	1/85	1.6%	?	?	?	?
388.2457	18.6	2/85	0.7%	388.24579	0.23	a(IKM[Acetyl])+i	['a(KLM[Acetyl])+i', 'a(KL[Acetyl]M)+i', 'y(IL[Acetyl]T)', 'y(LL[Acetyl]T)']
388.25538	28.4	28/85	1.8%	388.25545	0.18	y(IKQ)	['y(KLQ)']
388.27434	17.8	4/85	0.6%	388.27478	1.13	y(IRV)+i	['y(LRV)+i', 'a(SV)+TMT']
388.29176	8.1	7/85	2.2%	388.29183	0.18	y(IKK)	['y(KKL)']
388.7118	25.9	2/85	1.4%	?	?	?	?
388.72451	45.0	4/85	1.5%	?	?	?	?
388.73342	8.8	1/85	0.8%	?	?	?	?
388.74283	21.4	3/85	1.0%	?	?	?	?
388.78552	18.1	2/85	0.7%	?	?	?	?
388.84638	33.3	1/85	1.9%	?	?	?	?
389.00337	9.4	1/85	1.0%	?	?	?	?
389.0714	15.4	9/85	1.0%	?	?	?	?
389.13098	61.3	2/85	2.0%	389.13117	0.49	b(C[Carbamidomethyl]MP)	['y(CEH)+i']
389.14799	9.5	15/85	1.3%	389.14893	2.42	b(C[Carbamidomethyl]DI)	['b(C[Carbamidomethyl]DL)', 'b(C[Carbamidomethyl]EV)', 'a(DM[Acetyl]Q)', 'a(EM[Acetyl]N)', 'b(EMQ)', 'b(M[Acetyl]NT)', 'b(M[Acetyl]QS)', 'b(CFH)+i', 'a(HMM[Oxidation])+i']
389.18183	43.9	25/85	1.7%	389.18352	4.34	a(FHM)+i	['a(ETW)', 'b(PQY)', 'y(PSW)', 'b(TTW)']
389.18327	9.6	6/85	1.7%	389.18532	5.27	a(C[Carbamidomethyl]L[Acetyl]T)	['y(C[Carbamidomethyl]IP)', 'y(C[Carbamidomethyl]LP)', 'a(DKM[Acetyl])', 'b(EKM)', 'b(IM[Oxidation]Q)', 'b(KM[Acetyl]S)', 'b(LM[Oxidation]Q)', 'a(L[Acetyl]M[Oxidation]N)', 'a(FHM)+i']
389.18546	58.7	1/85	2.4%	389.18532	-0.36	a(C[Carbamidomethyl]L[Acetyl]T)	['y(C[Carbamidomethyl]IP)', 'y(C[Carbamidomethyl]LP)', 'a(DKM[Acetyl])', 'b(EKM)', 'b(IM[Oxidation]Q)', 'b(KM[Acetyl]S)', 'b(LM[Oxidation]Q)', 'a(L[Acetyl]M[Oxidation]N)', 'a(FHM)+i']
389.19351	13.2	2/85	1.4%	389.19342	-0.23	a(EIM[Acetyl])+i	['a(ELM[Acetyl])+i', 'a(EL[Acetyl]M)+i', 'b(IM[Acetyl]T)+i', 'b(LM[Acetyl]T)+i', 'a(L[Acetyl]M[Acetyl]S)+i', 'b(L[Acetyl]MT)+i', 'y(M[Acetyl]PV)+i']
389.2035	17.3	3/85	1.5%	389.20308	-1.08	y(EIQ)	['y(ELQ)', 'y(L[Acetyl]NT)', 'y(L[Acetyl]QS)', 'b(C[Carbamidomethyl]KV)+i', 'a(KM[Acetyl]N)+i', 'b(KMQ)+i']
389.21581	10.5	20/85	1.1%	389.21431	-3.85	y(DRV)	['y(KNQ)', 'b(CKR)+i', 'a(C[Carbamidomethyl]RV)+i', 'a(MQR)+i', 'b(HHI)+i', 'b(HHL)+i']
389.21934	37.0	4/85	4.0%	389.21833	-2.59	y(AIW)	['y(ALW)', 'a(FL[Acetyl]N)', 'b(FIQ)', 'b(FLQ)', 'b(KPY)']
389.22168	35.1	1/85	1.6%	389.2217	0.05	b(IKM[Oxidation])	['b(KLM[Oxidation])', 'y(IQQ)+i', 'y(LQQ)+i']
389.23237	57.3	3/85	2.4%	389.23294	1.46	a(C[Carbamidomethyl]KK)	['a(IM[Oxidation]R)', 'a(LM[Oxidation]R)', 'y(NRV)+i']
389.23308	67.2	1/85	1.8%	389.23294	-0.36	a(C[Carbamidomethyl]KK)	['a(IM[Oxidation]R)', 'a(LM[Oxidation]R)', 'y(NRV)+i']
389.23941	34.4	44/85	2.5%	389.23946	0.13	y(EIK)	['y(EKL)', 'y(KL[Acetyl]S)', 'b(KKM)+i', 'a(KTW)+i']
389.242	30.9	1/85	2.3%	389.2427	1.8	a(AD)+i+TMT	['b(AS)+i+TMT', 'a(EG)+i+TMT', 'b(GT)+i+TMT', 'b(KKM)+i']
389.2459	39.2	1/85	1.4%	389.24488	-2.62	y(GRR)+i	['y(IL[Acetyl]T)+i', 'y(LL[Acetyl]T)+i']
389.25068	34.1	31/85	2.0%	389.25069	0.03	y(IRT)	['y(KKN)', 'y(LRT)', 'a(KMR)+i']
389.2549	41.6	3/85	1.6%	389.25472	-0.46	b(FIK)	['b(FKL)']
389.27681	1.5	1/85	0.2%	?	?	?	?
387.24206	51.2	1/85	1.8%	387.24244	0.98	a(IKM[Acetyl])	['a(KLM[Acetyl])', 'a(KL[Acetyl]M)', 'b(EKK)+i']
387.27158	134.3	1/85	2.8%	387.27143	-0.39	y(IRV)	['y(LRV)']
387.72226	18.9	1/85	0.9%	?	?	?	?
387.74049	33.3	1/85	1.0%	?	?	?	?
387.75684	66.2	1/85	2.3%	?	?	?	?
387.81114	47.2	1/85	2.0%	?	?	?	?
388.2189	14.9	1/85	1.4%	388.21906	0.41	y(IQQ)	['y(LQQ)', 'a(CL[Acetyl]R)+i', 'b(MRV)+i']
388.21609	14.6	1/85	1.0%	?	?	?	?
388.23167	22.8	1/85	1.9%	388.23029	-3.55	y(NRV)	[]
388.24534	33.7	1/85	0.9%	388.24579	1.16	a(IKM[Acetyl])+i	['a(KLM[Acetyl])+i', 'a(KL[Acetyl]M)+i', 'y(IL[Acetyl]T)', 'y(LL[Acetyl]T)']
388.71181	36.2	1/85	1.2%	?	?	?	?
388.72447	31.4	1/85	1.3%	?	?	?	?
388.76384	27.3	1/85	1.2%	?	?	?	?
388.78564	44.5	1/85	1.4%	?	?	?	?
388.82179	15.3	1/85	1.3%	?	?	?	?
388.84651	65.4	1/85	3.1%	?	?	?	?
389.18206	18.2	1/85	1.6%	389.18195	-0.28	a(ETW)	['b(PQY)', 'y(PSW)', 'b(TTW)', 'a(FHM)+i']
389.21845	56.3	1/85	2.1%	389.21833	-0.31	y(AIW)	['y(ALW)', 'a(FL[Acetyl]N)', 'b(FIQ)', 'b(FLQ)', 'b(KPY)']
389.23014	18.5	1/85	1.4%	389.2298	-0.87	a(IL[Acetyl]M[Oxidation])+i	['a(LL[Acetyl]M[Oxidation])+i', 'a(PRY)']
389.24	54.3	1/85	2.3%	389.23946	-1.39	y(EIK)	['y(EKL)', 'y(KL[Acetyl]S)', 'b(KKM)+i']
389.24593	23.8	1/85	1.2%	389.24488	-2.7	y(GRR)+i	['y(IL[Acetyl]T)+i', 'y(LL[Acetyl]T)+i']
389.25082	63.7	1/85	1.7%	389.25069	-0.33	y(IRT)	['y(KKN)', 'y(LRT)', 'a(KMR)+i']
389.34648	39.0	1/85	1.8%	?	?	?	?
389.69659	18.6	2/85	0.7%	?	?	?	?
389.70104	89.3	1/85	1.6%	?	?	?	?
389.71743	14.2	1/85	1.1%	?	?	?	?
389.72155	11.7	1/85	1.0%	?	?	?	?
389.73248	34.9	4/85	1.2%	?	?	?	?
389.73798	29.6	4/85	1.1%	?	?	?	?
389.60318	0.0	1/85	0.0%	?	?	?	?
389.75104	15.8	2/85	1.1%	?	?	?	?
389.75545	26.4	4/85	1.4%	?	?	?	?
389.76888	17.8	1/85	0.4%	?	?	?	?
389.80673	20.1	1/85	0.8%	?	?	?	?
389.82538	28.8	4/85	1.4%	?	?	?	?
390.14382	81.8	1/85	1.7%	390.14418	0.92	a(C[Carbamidomethyl]EQ)	['b(C[Carbamidomethyl]QT)', 'y(C[Carbamidomethyl]NP)', 'y(HM[Oxidation]S)', 'b(M[Oxidation]NQ)']
390.1662	51.2	5/85	1.3%	390.16596	-0.62	b(EPY)	['b(AMW)+i', 'b(CVW)+i', 'a(GM[Acetyl]W)+i']
390.16778	32.1	1/85	3.2%	390.16754	-0.62	b(AMW)+i	['b(CVW)+i', 'a(GM[Acetyl]W)+i', 'a(DL[Acetyl]M[Oxidation])', 'b(EIM[Oxidation])', 'b(ELM[Oxidation])', 'b(L[Acetyl]M[Oxidation]S)', 'y(M[Acetyl]PT)', 'b(EPY)']
390.16977	47.3	1/85	1.8%	390.16933	-1.13	a(DL[Acetyl]M[Oxidation])	['b(EIM[Oxidation])', 'b(ELM[Oxidation])', 'b(L[Acetyl]M[Oxidation]S)', 'y(M[Acetyl]PT)', 'b(HHN)+i']
390.17706	5.5	4/85	0.7%	390.1772	0.36	y(AHY)	['y(ANW)', 'b(FNQ)', 'y(FHS)', 'y(GQW)']
390.19838	17.0	24/85	1.5%	390.19832	-0.15	y(DKQ)	['y(EKN)', 'a(C[Carbamidomethyl]KQ)+i', 'a(EMR)+i', 'b(MRT)+i', 'a(M[Acetyl]RS)+i']
390.20248	33.4	4/85	1.7%	390.20235	-0.33	b(AL[Acetyl]Y)	['a(DFL[Acetyl])', 'b(EFI)', 'b(EFL)', 'b(FL[Acetyl]S)', 'a(MVW)+i', 'b(C[Carbamidomethyl])+TMT', 'b(CG)+TMT']
390.20948	18.9	24/85	1.4%	390.20956	0.21	y(NRT)	['y(QRS)']
390.212	17.8	5/85	1.7%	390.20956	-6.25	y(NRT)	['y(QRS)']
390.22204	34.2	2/85	1.8%	390.22168	-0.92	y(AIW)+i	['y(ALW)+i', 'a(FL[Acetyl]N)+i', 'b(FIQ)+i', 'b(FLQ)+i', 'b(KPY)+i']
390.2296	28.8	2/85	1.2%	?	?	?	?
390.23485	8.1	19/85	1.2%	390.23629	3.69	a(C[Carbamidomethyl]KK)+i	['a(IM[Oxidation]R)+i', 'a(LM[Oxidation]R)+i', 'a(GM)+TMT', 'y(DKK)']
390.23662	4.6	1/85	0.5%	390.23629	-0.85	a(C[Carbamidomethyl]KK)+i	['a(IM[Oxidation]R)+i', 'a(LM[Oxidation]R)+i', 'a(GM)+TMT', 'y(DKK)']
390.25301	11.9	4/85	1.2%	390.25404	2.64	y(IRT)+i	['y(KKN)+i', 'y(LRT)+i', 'a(ST)+TMT']
390.32542	39.1	2/85	1.5%	?	?	?	?
390.70992	11.3	4/85	1.0%	?	?	?	?
390.72361	17.3	1/85	1.4%	?	?	?	?
390.72764	19.6	3/85	1.9%	?	?	?	?
390.72622	17.7	1/85	1.7%	?	?	?	?
390.73753	9.9	1/85	0.7%	?	?	?	?
390.73994	21.4	1/85	0.7%	?	?	?	?
390.74576	26.0	2/85	0.9%	?	?	?	?
390.75756	10.5	1/85	0.6%	?	?	?	?
390.82503	18.2	1/85	1.0%	?	?	?	?
391.1064	2.2	1/85	0.3%	?	?	?	?
388.21785	16.6	1/85	1.6%	388.21906	3.12	y(IQQ)	['y(LQQ)']
388.23095	20.4	1/85	2.1%	388.23029	-1.7	y(NRV)	[]
388.24524	18.4	1/85	0.7%	388.24579	1.42	a(IKM[Acetyl])+i	['a(KLM[Acetyl])+i', 'a(KL[Acetyl]M)+i', 'y(IL[Acetyl]T)', 'y(LL[Acetyl]T)']
388.25565	27.9	1/85	0.9%	388.25545	-0.52	y(IKQ)	['y(KLQ)']
388.27446	25.4	1/85	0.8%	388.27478	0.82	y(IRV)+i	['y(LRV)+i', 'a(SV)+TMT']
388.71182	34.9	1/85	1.5%	?	?	?	?
388.72452	52.2	1/85	1.8%	?	?	?	?
388.7428	23.4	1/85	1.1%	?	?	?	?
388.78556	23.2	1/85	0.5%	?	?	?	?
389.18546	64.2	1/85	2.7%	389.18532	-0.36	a(C[Carbamidomethyl]L[Acetyl]T)	['y(C[Carbamidomethyl]IP)', 'y(C[Carbamidomethyl]LP)', 'a(DKM[Acetyl])', 'b(EKM)', 'b(IM[Oxidation]Q)', 'b(KM[Acetyl]S)', 'b(LM[Oxidation]Q)', 'a(L[Acetyl]M[Oxidation]N)', 'a(FHM)+i']
389.1934	11.9	1/85	1.4%	389.19342	0.05	a(EIM[Acetyl])+i	['a(ELM[Acetyl])+i', 'a(EL[Acetyl]M)+i', 'b(IM[Acetyl]T)+i', 'b(LM[Acetyl]T)+i', 'a(L[Acetyl]M[Acetyl]S)+i', 'b(L[Acetyl]MT)+i', 'y(M[Acetyl]PV)+i']
