mean monoisotopic m/z	average intensity	ms runs	percentage of spectra	theoretical m/z	delta PPM	primary identification	other identifications	labels
224.13933	5.8	68/100	2.7%	224.13935	0.09	a{GPP}	b{IQ}-H2O, b{LQ}-H2O, a{APT}-H2O, b{AAV}-H2O, b{AGI}-H2O, b{AGL}-H2O, a{AKS}-H2O-NH3, a{GKT}-H2O-NH3, a{L[Acetyl]N}-H2O, a{GGL[Acetyl]}-H2O	
224.15868	0.9	28/100	1.0%	224.15869	0.04	a{HI}+i	a{HL}+i	
224.1757	2.0	25/100	3.3%	224.17574	0.18	b{IK}-H2O	b{KL}-H2O, a{AVV}-H2O, a{GIV}-H2O, a{GLV}-H2O	
224.61877	1.5	3/100	0.9%	?	?	?	?	
224.63697	1.6	12/100	1.3%	?	?	?	?	
224.86619	0.6	5/100	1.0%	?	?	?	?	
225.02071	0.8	8/100	2.2%	?	?	?	?	
225.03932	2.1	13/100	0.6%	?	?	?	?	
225.04285	6.7	41/100	7.8%	?	?	?	?	
225.06061	3.2	12/100	3.3%	?	?	?	?	
225.06186	1.4	3/100	0.9%	?	?	?	?	
225.06921	3.5	15/100	1.2%	225.06923	0.09	b{MQ}-H2O-NH3	b{AGM}-H2O-NH3, a{CPS}-H2O-NH3, b{CGV}-H2O-NH3, a{M[Acetyl]N}-H2O-NH3, a{GGM[Acetyl]}-H2O-NH3, b{C[Carbamidomethyl]V}-H2O-NH3, a{DGN}-H2O-NH3+i, b{GNS}-H2O-NH3+i	
225.08692	4.3	15/100	1.7%	225.08698	0.27	a{DGP}-NH3	b{GPS}-NH3, a{ADT}-H2O-NH3, a{AES}-H2O-NH3, b{AST}-H2O-NH3, a{EGT}-H2O-NH3, b{GTT}-H2O-NH3, y{GPS}-H2O-NH3	
225.09824	13.8	98/100	5.8%	225.09822	-0.09	a{DH}	b{HS}, y{HS}-H2O, b{NQ}-H2O, b{AGN}-H2O, b{GGQ}-H2O	
225.10589	0.5	5/100	0.6%	225.10561	-1.24	b{KM}-H2O-NH3	a{ACI}-H2O-NH3, a{ACL}-H2O-NH3, a{GMV}-H2O-NH3, a{M[Acetyl]P}-H2O, a{DGP}-H2O+i, a{GNP}-NH3+i, b{GPS}-H2O+i, a{ANT}-H2O-NH3+i, a{AQS}-H2O-NH3+i, a{GQT}-H2O-NH3+i	
225.112	2.5	11/100	3.0%	?	?	?	?	
225.12326	14.9	92/100	7.8%	225.12337	0.49	b{EI}-H2O	b{EL}-H2O, b{IQ}-NH3, b{LQ}-NH3, a{APT}-NH3, b{AAV}-NH3, b{AGI}-NH3, b{AGL}-NH3, y{IQ}-H2O-NH3, y{LQ}-H2O-NH3, y{AAV}-H2O-NH3, y{AGI}-H2O-NH3, y{AGL}-H2O-NH3, a{ISS}-H2O-NH3, a{LSS}-H2O-NH3, a{STV}-H2O-NH3, a{DL[Acetyl]}-H2O, a{L[Acetyl]N}-NH3, b{L[Acetyl]S}-H2O, a{GGL[Acetyl]}-NH3	
225.13462	1.1	12/100	1.4%	225.1346	-0.09	b{KN}-H2O	a{AAQ}-H2O, a{GNV}-H2O, b{GGK}-H2O	
225.13847	0.7	3/100	0.6%	?	?	?	?	
225.15972	6.4	45/100	3.8%	225.15975	0.13	b{IK}-NH3	b{KL}-NH3, a{AVV}-NH3, a{GIV}-NH3, a{GLV}-NH3, a{L[Acetyl]P}, y{IK}-H2O-NH3, y{KL}-H2O-NH3	
225.17099	4.0	12/100	5.9%	225.17099	0.0	a{IR}-NH3	a{LR}-NH3, a{AAK}-H2O	
225.19615	0.8	11/100	1.1%	?	?	?	?	
225.63216	0.6	4/100	0.7%	?	?	?	?	
225.6448	1.7	12/100	0.8%	?	?	?	?	
225.96192	0.9	9/100	0.7%	?	?	?	?	
225.99225	0.8	7/100	1.8%	?	?	?	?	
226.02856	4.5	9/100	6.6%	?	?	?	?	
226.04316	3.0	19/100	3.7%	?	?	?	?	
226.06507	1.4	9/100	2.3%	226.06447	-2.65	a{ACN}-H2O-NH3	a{CGQ}-H2O-NH3, a{C[Carbamidomethyl]Q}-H2O-NH3, a{AC[Carbamidomethyl]G}-H2O-NH3	
226.08217	13.6	93/100	7.7%	226.08223	0.27	b{DQ}-H2O	b{EN}-H2O, y{HS}-NH3, b{NQ}-NH3, b{ADG}-H2O, b{AGN}-NH3, b{EGG}-H2O, b{GGQ}-NH3, y{NQ}-H2O-NH3, y{AGN}-H2O-NH3, y{GGQ}-H2O-NH3, a{NSS}-H2O-NH3	
226.08481	1.0	7/100	0.8%	226.08381	-4.42	b{CR}-H2O-NH3+i		
226.10118	4.0	4/100	1.8%	226.10086	-1.42	a{ACP}-H2O	a{CGK}-H2O-NH3, a{C[Carbamidomethyl]K}-H2O-NH3, a{DH}+i, b{HS}+i, y{HS}-H2O+i, b{NQ}-H2O+i, b{AGN}-H2O+i, b{GGQ}-H2O+i	
226.1186	42.5	100/100	18.7%	226.11862	0.09	b{PQ}	b{AGP}, b{DK}-H2O, b{KN}-NH3, y{PQ}-H2O, a{AAE}-H2O, a{AAQ}-NH3, b{AAT}-H2O, y{AGP}-H2O, a{DGV}-H2O, a{GNV}-NH3, b{GGK}-NH3, b{GSV}-H2O, a{PSS}-H2O, y{KN}-H2O-NH3, y{GGK}-H2O-NH3	
226.12792	0.3	3/100	1.1%	?	?	?	?	
226.12993	1.1	12/100	1.8%	226.12985	-0.35	a{DR}-H2O	a{NR}-NH3, b{RS}-H2O, a{GGR}-NH3	
226.1426	1.1	9/100	1.8%	?	?	?	?	
226.14373	2.5	3/100	2.8%	?	?	?	?	
226.15495	27.3	98/100	12.2%	226.155	0.22	b{KP}	a{GPV}, y{KP}-H2O, a{AAK}-NH3, a{AIS}-H2O, a{ALS}-H2O, a{ATV}-H2O, a{GIT}-H2O, a{GLT}-H2O	
226.16416	0.8	3/100	2.0%	226.1631	-4.69	b{IK}-NH3+i	b{KL}-NH3+i, a{AVV}-NH3+i, a{GIV}-NH3+i, a{GLV}-NH3+i, a{L[Acetyl]P}+i, y{IK}-H2O-NH3+i, y{KL}-H2O-NH3+i	
226.16629	3.2	12/100	4.1%	226.16624	-0.22	a{PR}		
226.16784	0.5	5/100	1.4%	?	?	?	?	
226.18007	0.7	8/100	0.9%	?	?	?	?	
226.19137	3.0	4/100	1.2%	?	?	?	?	
226.89355	2.4	8/100	5.8%	?	?	?	?	
227.02214	2.7	15/100	3.3%	?	?	?	?	
227.02363	0.9	3/100	1.1%	?	?	?	?	
227.03152	2.9	3/100	1.5%	?	?	?	?	
227.03639	0.9	8/100	1.9%	?	?	?	?	
227.0399	2.4	17/100	2.5%	?	?	?	?	
227.04837	7.2	5/100	1.7%	227.04849	0.53	a{ACD}-H2O-NH3	b{ACS}-H2O-NH3, a{CEG}-H2O-NH3, b{CGT}-H2O-NH3, b{M[Oxidation]N}-H2O-NH3, b{GGM[Oxidation]}-H2O-NH3, a{C[Carbamidomethyl]E}-H2O-NH3, b{C[Carbamidomethyl]T}-H2O-NH3	
227.06612	6.9	73/100	3.4%	227.06625	0.57	b{DE}-H2O	b{DQ}-NH3, b{EN}-NH3, b{ADG}-NH3, b{EGG}-NH3, y{DQ}-H2O-NH3, y{EN}-H2O-NH3, y{ADG}-H2O-NH3, a{DSS}-H2O-NH3, y{EGG}-H2O-NH3, b{SSS}-H2O-NH3	
227.08151	0.9	6/100	0.6%	227.0815	-0.04	b{GW}-NH3	b{FN}-H2O-NH3, y{GW}-H2O-NH3, b{FGG}-H2O-NH3	
227.08495	2.8	20/100	1.6%	227.08488	-0.31	a{ACP}-NH3	a{AMS}-H2O-NH3, a{CSV}-H2O-NH3, a{GMT}-H2O-NH3, b{AM[Acetyl]}-H2O, b{M[Oxidation]P}-H2O, a{AAM[Oxidation]}-H2O-NH3, b{DQ}-H2O+i, b{EN}-H2O+i, y{HS}-NH3+i, b{NQ}-NH3+i, b{ADG}-H2O+i, b{AGN}-NH3+i, b{EGG}-H2O+i, b{GGQ}-NH3+i, y{NQ}-H2O-NH3+i, y{AGN}-H2O-NH3+i, y{GGQ}-H2O-NH3+i, a{NSS}-H2O-NH3+i	
227.08595	0.4	3/100	1.0%	227.08558	-1.63	b{DQ}-H2O+i	b{EN}-H2O+i, y{HS}-NH3+i, b{NQ}-NH3+i, b{ADG}-H2O+i, b{AGN}-NH3+i, b{EGG}-H2O+i, b{GGQ}-NH3+i, y{NQ}-H2O-NH3+i, y{AGN}-H2O-NH3+i, y{GGQ}-H2O-NH3+i, a{NSS}-H2O-NH3+i, a{ACP}-NH3, a{AMS}-H2O-NH3, a{CSV}-H2O-NH3, a{GMT}-H2O-NH3, b{AM[Acetyl]}-H2O, b{M[Oxidation]P}-H2O, a{AAM[Oxidation]}-H2O-NH3	
227.09134	0.3	4/100	0.8%	?	?	?	?	
227.10259	28.9	100/100	10.9%	227.10263	0.18	b{EP}	b{DK}-NH3, y{EP}-H2O, y{PQ}-NH3, a{AAE}-NH3, b{AAT}-NH3, y{AGP}-NH3, a{DGV}-NH3, b{GSV}-NH3, a{PSS}-NH3, y{DK}-H2O-NH3, y{AAT}-H2O-NH3, y{GSV}-H2O-NH3, a{STT}-H2O-NH3	
227.11386	1.9	33/100	2.6%	227.11387	0.04	y{AH}	a{DR}-NH3, b{RS}-NH3, a{ANS}-H2O, a{GNT}-H2O, a{GQS}-H2O, y{RS}-H2O-NH3	
227.12203	1.4	35/100	1.7%	227.12197	-0.26	b{PQ}+i	b{AGP}+i, b{DK}-H2O+i, b{KN}-NH3+i, y{PQ}-H2O+i, a{AAE}-H2O+i, a{AAQ}-NH3+i, b{AAT}-H2O+i, y{AGP}-H2O+i, a{DGV}-H2O+i, a{GNV}-NH3+i, b{GGK}-NH3+i, b{GSV}-H2O+i, a{PSS}-H2O+i, y{KN}-H2O-NH3+i, y{GGK}-H2O-NH3+i, b{IM}-H2O, b{LM}-H2O, a{M[Acetyl]V}-H2O	
227.1277	1.6	16/100	1.6%	?	?	?	?	
227.13896	2.5	42/100	3.0%	227.13902	0.26	y{KP}-NH3	a{AIS}-NH3, a{ALS}-NH3, a{ATV}-NH3, a{GIT}-NH3, a{GLT}-NH3, b{AL[Acetyl]}, y{AL[Acetyl]}-H2O	
227.14285	0.6	8/100	1.0%	?	?	?	?	
227.15024	0.5	11/100	0.6%	227.15025	0.04	a{GKS}-H2O		
227.15589	1.3	12/100	1.4%	?	?	?	?	
227.15837	3.4	14/100	4.5%	227.15835	-0.09	b{KP}+i	a{GPV}+i, y{KP}-H2O+i, a{AAK}-NH3+i, a{AIS}-H2O+i, a{ALS}-H2O+i, a{ATV}-H2O+i, a{GIT}-H2O+i, a{GLT}-H2O+i	
227.17538	48.5	100/100	14.3%	227.1754	0.09	b{II}	b{IL}, b{LL}, y{II}-H2O, y{IL}-H2O, y{LL}-H2O, a{L[Acetyl]V}	
227.17928	0.5	6/100	0.7%	?	?	?	?	
227.20035	3.7	13/100	2.5%	?	?	?	?	
227.97151	0.5	5/100	0.7%	?	?	?	?	
228.00787	2.5	8/100	4.5%	?	?	?	?	
228.01967	6.6	3/100	0.6%	?	?	?	?	
228.04409	0.8	8/100	1.7%	?	?	?	?	
228.09785	7.9	88/100	2.4%	228.09788	0.13	a{ADS}-H2O	a{ANS}-NH3, b{ASS}-H2O, a{DGT}-H2O, a{EGS}-H2O, a{GNT}-NH3, a{GQS}-NH3, b{GST}-H2O	
228.10587	1.4	35/100	1.7%	228.10598	0.48	b{EP}+i	b{DK}-NH3+i, y{EP}-H2O+i, y{PQ}-NH3+i, a{AAE}-NH3+i, b{AAT}-NH3+i, y{AGP}-NH3+i, a{DGV}-NH3+i, b{GSV}-NH3+i, a{PSS}-NH3+i, y{DK}-H2O-NH3+i, y{AAT}-H2O-NH3+i, y{GSV}-H2O-NH3+i, a{STT}-H2O-NH3+i, b{IM}-NH3, b{LM}-NH3, y{IM}-H2O-NH3, y{LM}-H2O-NH3, a{M[Acetyl]V}-NH3	
228.11317	3.3	20/100	1.6%	228.11314	-0.13	a{SW}-H2O		
228.12336	1.9	4/100	1.7%	228.12303	-1.45	y{AL[Acetyl]}-NH3		
228.13431	43.5	100/100	16.7%	228.13427	-0.18	b{IN}	b{LN}, b{QV}, a{APS}, b{AGV}, a{GPT}, b{GGI}, b{GGL}, y{IN}-H2O, y{LN}-H2O, y{QV}-H2O, a{ATT}-H2O, y{AGV}-H2O, a{GKS}-NH3, y{GGI}-H2O, y{GGL}-H2O, a{SSV}-H2O	
228.14551	1.8	24/100	2.1%	228.1455	-0.04	b{AR}	y{AR}-H2O	
228.15931	1.8	6/100	2.0%	228.15942	0.48	y{II}-NH3	y{IL}-NH3, y{LL}-NH3	
228.17069	7.7	79/100	4.0%	228.17065	-0.18	b{KV}	a{AAI}, a{AAL}, a{GVV}, y{KV}-H2O	
228.1787	2.9	60/100	2.4%	228.17875	0.22	b{II}+i	b{IL}+i, b{LL}+i, y{II}-H2O+i, y{IL}-H2O+i, y{LL}-H2O+i, a{L[Acetyl]V}+i	
228.18191	3.9	10/100	3.6%	228.18189	-0.09	a{RV}		
228.2038	0.5	9/100	0.7%	?	?	?	?	
228.2321	0.7	9/100	0.8%	?	?	?	?	
228.92865	9.6	44/100	1.7%	?	?	?	?	
229.00135	6.5	12/100	2.2%	?	?	?	?	
229.01572	0.6	4/100	1.4%	?	?	?	?	
229.06414	0.8	33/100	0.9%	229.06414	0.0	b{DM}-H2O	b{MN}-NH3, b{AAC}-NH3, b{GGM}-NH3, y{MN}-H2O-NH3, y{AAC}-H2O-NH3, a{CST}-H2O-NH3, y{GGM}-H2O-NH3, a{GM[Oxidation]S}-H2O-NH3	
229.09317	2.1	43/100	1.3%	229.09313	-0.17	b{NN}	b{GGN}, y{NN}-H2O, y{GGN}-H2O	
229.10051	3.8	41/100	2.4%	229.10053	0.09	b{MP}	y{MP}-H2O, a{AAM}-NH3, a{ACV}-NH3, a{CGI}-NH3, a{CGL}-NH3, a{M[Acetyl]T}-H2O, b{M[Oxidation]V}-H2O, a{C[Carbamidomethyl]I}-NH3, a{C[Carbamidomethyl]L}-NH3, a{ADS}-H2O+i, a{ANS}-NH3+i, b{ASS}-H2O+i, a{DGT}-H2O+i, a{EGS}-H2O+i, a{GNT}-NH3+i, a{GQS}-NH3+i, b{GST}-H2O+i	
229.10541	0.6	6/100	0.6%	229.10526	-0.65	b{FP}-NH3+i	y{FP}-H2O-NH3+i, b{VY}-H2O-NH3+i	
229.11828	51.5	99/100	18.8%	229.11828	0.0	b{DI}	b{DL}, b{EV}, y{DI}-H2O, y{DL}-H2O, y{EV}-H2O, y{IN}-NH3, y{LN}-NH3, y{QV}-NH3, a{ATT}-NH3, y{AGV}-NH3, y{GGI}-NH3, y{GGL}-NH3, a{SSV}-NH3	
229.12956	3.5	54/100	2.6%	229.12952	-0.17	a{QQ}	a{AAN}, a{AGQ}, y{AR}-NH3	
229.13339	2.3	11/100	1.0%	229.13354	0.65	b{FV}-H2O	a{KY}-H2O-NH3, a{PPP}-H2O-NH3	
229.13783	1.5	37/100	1.7%	229.13762	-0.92	b{IN}+i	b{LN}+i, b{QV}+i, a{APS}+i, b{AGV}+i, a{GPT}+i, b{GGI}+i, b{GGL}+i, y{IN}-H2O+i, y{LN}-H2O+i, y{QV}-H2O+i, a{ATT}-H2O+i, y{AGV}-H2O+i, a{GKS}-NH3+i, y{GGI}-H2O+i, y{GGL}-H2O+i, a{SSV}-H2O+i	
229.14168	1.0	3/100	0.9%	?	?	?	?	
229.14337	1.1	12/100	1.3%	?	?	?	?	
229.1547	6.2	43/100	7.7%	229.15467	-0.13	y{IP}	y{LP}, y{KV}-NH3, a{L[Acetyl]T}	
229.15859	0.6	4/100	0.8%	?	?	?	?	
229.16309	0.9	3/100	0.6%	229.16277	-1.4	y{II}-NH3+i	y{IL}-NH3+i, y{LL}-NH3+i	
229.19495	0.6	7/100	0.9%	?	?	?	?	
229.98723	0.6	3/100	1.1%	?	?	?	?	
230.00142	2.9	12/100	1.5%	?	?	?	?	
230.02349	1.7	11/100	3.4%	?	?	?	?	
230.05935	1.1	26/100	1.1%	230.05939	0.17	a{CDG}-H2O	a{CGN}-NH3, b{CGS}-H2O, a{C[Carbamidomethyl]D}-H2O, a{C[Carbamidomethyl]N}-NH3, b{C[Carbamidomethyl]S}-H2O, a{C[Carbamidomethyl]GG}-NH3	
230.06723	5.9	6/100	4.9%	230.06749	1.13	b{DM}-H2O+i	b{MN}-NH3+i, b{AAC}-NH3+i, b{GGM}-NH3+i, y{MN}-H2O-NH3+i, y{AAC}-H2O-NH3+i, a{CST}-H2O-NH3+i, y{GGM}-H2O-NH3+i, a{GM[Oxidation]S}-H2O-NH3+i	
230.07719	9.6	88/100	3.2%	230.07715	-0.17	b{DN}	b{DGG}, y{DN}-H2O, y{NN}-NH3, y{DGG}-H2O, y{GGN}-NH3	
230.08114	1.6	8/100	1.3%	230.08117	0.13	a{EY}-H2O-NH3	b{TY}-H2O-NH3	
230.08459	1.1	9/100	0.8%	230.08454	-0.22	y{MP}-NH3	a{M[Acetyl]T}-NH3, b{M[Oxidation]V}-NH3, y{M[Oxidation]V}-H2O-NH3, a{ADS}-NH3+i, b{ASS}-NH3+i, a{DGT}-NH3+i, a{EGS}-NH3+i, b{GST}-NH3+i, y{ASS}-H2O-NH3+i, y{GST}-H2O-NH3+i	
230.09242	2.8	9/100	0.8%	?	?	?	?	
230.09572	1.5	27/100	1.1%	230.09577	0.22	a{CGP}	a{ACT}-H2O, a{GMS}-H2O, a{M[Oxidation]Q}-H2O, a{AGM[Oxidation]}-H2O, a{C[Carbamidomethyl]P}, b{NN}+i, b{GGN}+i, y{NN}-H2O+i, y{GGN}-H2O+i	
230.11359	16.3	99/100	6.3%	230.11353	-0.26	a{EQ}	y{NP}, b{QT}, a{AAD}, a{AEG}, b{AAS}, b{AGT}, y{GGP}, y{QT}-H2O, y{AAS}-H2O, y{AGT}-H2O, a{SST}-H2O	
230.12153	2.4	39/100	2.6%	230.12163	0.43	b{DI}+i	b{DL}+i, b{EV}+i, y{DI}-H2O+i, y{DL}-H2O+i, y{EV}-H2O+i, y{IN}-NH3+i, y{LN}-NH3+i, y{QV}-NH3+i, a{ATT}-NH3+i, y{AGV}-NH3+i, y{GGI}-NH3+i, y{GGL}-NH3+i, a{SSV}-NH3+i	
230.12884	1.6	45/100	0.9%	230.12879	-0.22	a{AW}	a{FQ}-H2O, a{AFG}-H2O, a{HL[Acetyl]}-H2O-NH3	
230.14991	10.1	91/100	3.9%	230.14992	0.04	a{EK}	b{KT}, a{ASV}, a{GIS}, a{GLS}, a{GTV}, y{KT}-H2O	
230.15805	3.8	14/100	2.8%	230.15802	-0.13	y{IP}+i	y{LP}+i, y{KV}-NH3+i, a{L[Acetyl]T}+i	
230.24776	1.3	11/100	0.7%	?	?	?	?	
230.86788	0.4	3/100	0.6%	?	?	?	?	
230.94423	6.7	20/100	1.1%	?	?	?	?	
230.98061	0.9	10/100	0.7%	?	?	?	?	
230.9984	1.8	12/100	1.3%	?	?	?	?	
231.00628	4.8	4/100	0.7%	?	?	?	?	
231.04172	1.8	6/100	0.9%	?	?	?	?	
231.06118	4.0	51/100	2.1%	231.06116	-0.09	b{DD}	y{DD}-H2O, y{DN}-NH3, y{DGG}-NH3, a{CM[Acetyl]}-H2O	
231.07578	1.7	3/100	2.2%	?	?	?	?	
231.07981	1.3	8/100	1.1%	231.07979	-0.09	a{ACT}-NH3	a{GMS}-NH3, b{GM[Acetyl]}, y{GM[Acetyl]}-H2O, a{EM[Oxidation]}-H2O, a{M[Oxidation]Q}-NH3, b{M[Oxidation]T}-H2O, a{AGM[Oxidation]}-NH3, b{DN}+i, b{DGG}+i, y{DN}-H2O+i, y{NN}-NH3+i, y{DGG}-H2O+i, y{GGN}-NH3+i	
231.09747	11.7	95/100	5.5%	231.09755	0.35	y{DP}	a{EE}, b{ET}, y{ET}-H2O, y{QT}-NH3, y{AAS}-NH3, y{AGT}-NH3, a{SST}-NH3	
231.11288	8.7	78/100	3.3%	231.1128	-0.35	a{EF}-H2O	a{FQ}-NH3, b{FT}-H2O, a{AFG}-NH3, b{APP}-H2O-NH3	
231.11464	3.0	11/100	3.3%	?	?	?	?	
231.11613	5.2	30/100	1.9%	231.11618	0.22	b{MV}	y{MV}-H2O, a{CL[Acetyl]}, a{KM[Oxidation]}-NH3, a{EQ}+i, y{NP}+i, b{QT}+i, a{AAD}+i, a{AEG}+i, b{AAS}+i, b{AGT}+i, y{GGP}+i, y{QT}-H2O+i, y{AAS}-H2O+i, y{AGT}-H2O+i, a{SST}-H2O+i	
231.12269	11.3	48/100	1.0%	?	?	?	?	
231.124	1.8	23/100	1.7%	231.12404	0.17	b{HK}-H2O-NH3	a{GHV}-H2O-NH3	
231.13777	0.6	6/100	1.4%	?	?	?	?	
231.1492	1.8	37/100	1.5%	231.14919	-0.04	a{FK}-NH3	a{IY}-H2O, a{LY}-H2O, a{PPV}-H2O-NH3	
231.17032	20.1	14/100	12.3%	231.17032	0.0	y{IV}	y{LV}	
231.17422	0.6	5/100	0.7%	?	?	?	?	
231.21058	0.4	5/100	0.7%	?	?	?	?	
231.64482	1.2	8/100	0.7%	?	?	?	?	
232.01805	0.3	4/100	0.8%	?	?	?	?	
232.03693	7.8	16/100	1.9%	?	?	?	?	
232.07505	8.7	73/100	2.4%	232.07504	-0.04	b{CQ}	b{ACG}, y{CQ}-H2O, y{ACG}-H2O, a{CSS}-H2O, b{AC[Carbamidomethyl]}, y{AC[Carbamidomethyl]}-H2O	
232.0829	62.6	18/100	16.8%	232.08314	1.03	a{ACT}-NH3+i	a{GMS}-NH3+i, b{GM[Acetyl]}+i, y{GM[Acetyl]}-H2O+i, a{EM[Oxidation]}-H2O+i, a{M[Oxidation]Q}-NH3+i, b{M[Oxidation]T}-H2O+i, a{AGM[Oxidation]}-NH3+i	
232.09284	0.4	5/100	0.7%	232.0928	-0.17	a{DGS}	b{GSS}, y{GSS}-H2O	
232.10061	0.5	9/100	0.6%	232.1009	1.25	y{DP}+i	a{EE}+i, b{ET}+i, y{ET}-H2O+i, y{QT}-NH3+i, y{AAS}-NH3+i, y{AGT}-NH3+i, a{SST}-NH3+i	
232.10806	1.6	8/100	0.9%	232.10805	-0.04	a{NY}-H2O	a{GGY}-H2O	
232.11144	6.4	67/100	1.7%	232.11142	-0.09	b{CK}	a{MQ}, a{AGM}, a{CGV}, y{CK}-H2O, a{C[Carbamidomethyl]V}, a{FF}-H2O-NH3, a{GNS}+i	
232.11613	0.5	19/100	0.7%	232.11615	0.09	a{EF}-H2O+i	a{FQ}-NH3+i, b{FT}-H2O+i, a{AFG}-NH3+i, b{APP}-H2O-NH3+i	
232.12921	4.3	12/100	2.6%	232.12918	-0.13	y{NV}	a{AST}, y{AAA}, a{GTT}, y{GGV}	
232.14042	16.0	87/100	4.5%	232.14042	0.0	y{GR}		
232.17371	2.0	12/100	2.1%	232.17367	-0.17	y{IV}+i	y{LV}+i	
233.00173	5.5	4/100	0.8%	?	?	?	?	
233.04127	0.9	11/100	0.8%	233.0413	0.13	a{ACC}-NH3	b{CM[Oxidation]}-H2O	
233.05761	4.9	13/100	5.8%	?	?	?	?	
233.06567	3.2	11/100	1.1%	?	?	?	?	
233.08598	3.2	10/100	4.0%	233.08491	-4.59	y{ET}-NH3+i		
233.09208	6.4	61/100	2.1%	233.09207	-0.04	a{DY}-H2O	a{NY}-NH3, b{SY}-H2O, a{GGY}-NH3	
233.09539	5.8	59/100	2.7%	233.09544	0.21	a{EM}	b{MT}, y{CK}-NH3, y{MT}-H2O, a{M[Acetyl]S}, a{DGS}+i, b{GSS}+i, y{GSS}-H2O+i	
233.10331	1.4	5/100	0.7%	233.1033	-0.04	a{AHS}-H2O-NH3	a{GHT}-H2O-NH3, y{MV}-NH3+i	
233.11321	1.2	12/100	0.8%	233.1132	-0.04	y{DV}		
233.11686	0.6	7/100	1.5%	?	?	?	?	
233.12842	7.5	91/100	3.5%	233.12845	0.13	a{PY}	b{APV}-H2O-NH3, b{GIP}-H2O-NH3, b{GLP}-H2O-NH3, a{PPT}-H2O-NH3	
233.13185	2.4	7/100	2.7%	233.13183	-0.09	a{IM[Oxidation]}	a{LM[Oxidation]}, y{NV}+i, a{AST}+i, y{AAA}+i, a{GTT}+i, y{GGV}+i	
233.13839	1.1	3/100	1.0%	?	?	?	?	
233.13984	0.6	4/100	0.8%	233.13969	-0.64	b{HI}-H2O	b{HL}-H2O	
233.14959	29.3	14/100	16.2%	233.14958	-0.04	y{IT}	y{LT}	
233.16483	34.4	100/100	10.8%	233.16484	0.04	a{FI}	a{FL}, a{PVV}-H2O-NH3	
233.17824	4.2	3/100	3.4%	?	?	?	?	
233.22624	0.5	7/100	0.8%	?	?	?	?	
234.03374	1.2	10/100	2.1%	?	?	?	?	
234.06219	3.5	6/100	1.4%	234.0624	0.9	b{CE}+i	y{CE}-H2O+i, y{CQ}-NH3+i, y{ACG}-NH3+i, a{CSS}-NH3+i, y{AC[Carbamidomethyl]}-NH3+i, a{MM[Oxidation]}-NH3	
234.0873	2.2	17/100	1.0%	234.08732	0.09	b{GNP}-H2O-NH3		
234.09064	4.3	26/100	1.7%	234.09069	0.21	a{ACS}	a{CGT}, a{M[Oxidation]N}, a{GGM[Oxidation]}, a{C[Carbamidomethyl]T}	
234.09418	0.5	6/100	0.6%	234.09471	2.26	a{FM}-NH3	a{DY}-H2O+i, a{NY}-NH3+i, b{SY}-H2O+i, a{GGY}-NH3+i	
234.09854	1.0	27/100	1.0%	234.09855	0.04	b{HN}-H2O	b{GGH}-H2O, a{EM}+i, b{MT}+i, y{CK}-NH3+i, y{MT}-H2O+i, a{M[Acetyl]S}+i	
234.12367	9.1	91/100	3.4%	234.1237	0.13	a{FN}	a{FGG}, b{HI}-NH3, b{HL}-NH3, b{GPP}-H2O, y{HI}-H2O-NH3, y{HL}-H2O-NH3, a{APQ}-H2O-NH3	
234.13188	0.9	12/100	0.9%	234.1318	-0.34	a{PY}+i	b{APV}-H2O-NH3+i, b{GIP}-H2O-NH3+i, b{GLP}-H2O-NH3+i, a{PPT}-H2O-NH3+i	
234.13495	1.1	12/100	1.4%	234.13494	-0.04	a{AAH}-H2O	a{IM[Oxidation]}+i, a{LM[Oxidation]}+i	
234.1399	0.6	10/100	0.6%	?	?	?	?	
234.14488	23.8	97/100	5.9%	234.14483	-0.21	y{KS}		
234.14882	1.0	12/100	1.0%	234.14886	0.17	b{IL[Acetyl]}-H2O-NH3	b{LL[Acetyl]}-H2O-NH3	
234.15294	4.3	12/100	3.6%	234.15293	-0.04	y{IT}+i	y{LT}+i	
234.15801	0.6	6/100	0.7%	?	?	?	?	
234.16136	1.1	12/100	0.8%	?	?	?	?	
234.16818	4.6	47/100	3.7%	234.16819	0.04	a{FI}+i	a{FL}+i, a{PVV}-H2O-NH3+i	
234.17779	1.2	5/100	1.3%	?	?	?	?	
234.88267	0.8	7/100	1.4%	?	?	?	?	
235.02058	0.9	11/100	0.6%	?	?	?	?	
235.06304	6.0	22/100	1.2%	?	?	?	?	
235.0713	3.0	17/100	1.1%	235.07133	0.13	b{DGP}-H2O-NH3		
235.07472	2.4	14/100	2.0%	235.0747	-0.09	a{DM[Oxidation]}	b{M[Oxidation]S}, y{M[Oxidation]S}-H2O	
235.0826	2.9	32/100	1.9%	235.08257	-0.13	b{DH}-H2O	b{HN}-NH3, b{GGH}-NH3, y{HN}-H2O-NH3, y{GGH}-H2O-NH3, y{MT}-NH3+i	
235.09316	0.8	26/100	0.6%	235.09246	-2.98	y{DT}	y{ES}, a{MM}	
235.09611	0.3	3/100	0.9%	?	?	?	?	
